id,recency,frequency,monetary,tenure,returns,channel_online
C01162,30,14,1066,44,0,0
C02437,10,12,456,76,0,0
C00973,0,8,551,50,0,0
C01318,8,10,1042,37,0,0
C01008,47,17,610,8,0,0
C04705,53,8,1076,41,0,0.12
C05262,39,10,442,68,0,0.05
C01443,220,3,4077,53,0,0.31
C04649,30,10,650,73,0,0
C03746,0,11,685,63,1,0.13
C00707,234,3,2069,49,0,0.26
C02730,33,8,601,46,0,0.2
C04101,9,11,1119,66,0,0.21
C00994,7,11,427,26,0,0.07
C00196,28,14,402,49,2,0.87
C00276,22,7,760,93,1,0.03
C04349,167,3,3530,52,2,0.65
C02021,39,11,1033,83,1,0.32
C03433,55,10,1324,47,0,0.21
C04021,66,1,62,5,0,0.49
C05722,31,15,908,64,0,0
C02446,49,2,261,3,0,0.63
C03082,12,11,797,78,3,0.06
C04262,25,16,284,53,4,1
C03973,20,3,90,5,0,0.28
C00581,37,1,159,5,1,0.35
C03311,57,11,1885,48,1,0.07
C05418,236,2,2807,39,1,0.44
C02449,32,10,461,62,1,0.14
C05898,21,4,419,3,0,0.69
C01240,25,14,339,89,0,0.24
C05051,38,14,334,40,1,0.99
C04205,31,14,651,61,0,0.04
C01552,49,12,427,15,5,0.87
C04679,13,13,1396,54,0,0.2
C03246,57,12,801,40,0,0.03
C01534,238,2,1292,61,0,0.1
C00939,90,5,2694,51,0,0.17
C02188,32,13,892,64,0,0.12
C04940,9,11,526,43,1,0.12
C03110,54,10,544,53,1,0.16
C01336,26,13,381,13,0,0.17
C03384,16,12,736,41,1,0.13
C02101,49,3,214,2,1,0.51
C03397,26,10,946,74,0,0.02
C04186,23,5,319,23,3,1
C03356,168,6,2696,40,0,0.29
C05558,14,14,357,22,3,1
C04774,282,2,4790,55,0,0.36
C04404,59,9,689,43,0,0.19
C04473,44,9,535,66,0,0.11
C03731,176,6,1789,35,0,0.25
C04347,59,16,1131,56,0,0.23
C02084,12,14,154,38,2,1
C03025,24,11,884,53,2,0.07
C02702,188,5,2897,38,0,0.31
C04030,36,16,877,59,0,0.07
C01012,46,8,927,56,1,0.2
C00306,356,4,2069,64,0,0.36
C05099,39,13,900,71,0,0
C00866,164,5,4364,52,0,0.43
C00498,168,2,1739,51,0,0.31
C05285,27,6,209,27,1,0.79
C00375,33,11,333,14,2,0.68
C05018,7,12,321,41,3,0.82
C03377,46,1,278,4,0,0.43
C01133,39,11,534,91,1,0.03
C05518,11,14,97,29,3,0.87
C05042,23,7,625,43,1,0.94
C00211,54,13,646,62,0,0
C03002,37,9,263,29,2,1
C02374,28,17,575,76,0,0
C01389,45,6,840,63,0,0
C04618,29,10,776,80,0,0
C03231,22,7,962,36,1,0.1
C01059,17,14,339,39,0,0.82
C05587,14,14,163,1,5,1
C00325,143,4,936,32,1,0.49
C05875,15,6,518,59,0,0
C03756,34,12,799,69,0,0
C02383,165,2,1377,65,0,0.42
C01796,28,12,963,83,2,0.01
C02715,14,13,480,59,1,0.3
C00857,22,8,327,33,2,0.96
C01477,38,13,628,57,0,0
C00379,131,4,2246,52,0,0.44
C05479,367,3,863,40,0,0.43
C00334,223,3,2979,75,1,0.46
C00365,215,6,2237,33,0,0.36
C05884,43,5,142,4,2,0.46
C04197,9,14,585,29,3,0.93
C04779,48,16,343,35,1,1
C00782,179,3,471,28,1,0.37
C02112,45,4,501,56,0,0.07
C00096,196,3,2455,62,0,0.31
C02416,5,14,882,58,0,0.12
C04273,28,11,434,36,2,0.06
C04380,30,12,446,53,3,0
C05153,256,1,1204,50,0,0.43
C02781,41,20,122,36,2,0.87
C05774,40,8,528,56,2,0
C03579,38,10,475,58,0,0.23
C01026,33,8,386,79,0,0
C04359,221,5,739,54,0,0.52
C04837,50,2,124,2,0,0.5
C00192,25,4,1251,72,1,0.16
C00242,204,5,909,26,1,0.34
C02629,53,7,228,4,0,0.54
C01192,34,8,729,81,0,0.15
C02723,26,12,688,45,1,1
C04554,38,5,850,64,0,0.19
C04244,20,2,275,2,0,0.77
C05334,41,11,790,47,2,0.04
C01454,71,3,158,7,0,0.52
C00759,298,1,1347,67,0,0.23
C02691,8,10,740,7,1,0.11
C00745,39,2,175,3,0,0.57
C03403,42,8,436,42,2,0.92
C01166,34,8,453,17,0,0.73
C00052,104,5,862,70,0,0.43
C04316,44,13,1264,48,2,0
C02857,24,14,116,34,2,1
C03526,32,15,482,67,3,0.14
C04264,25,10,230,44,0,0.71
C05918,16,20,178,29,2,0.68
C02354,11,15,811,68,1,0.08
C03583,50,12,628,54,0,0.04
C00735,41,2,143,6,0,0.68
C04236,17,10,897,83,1,0.06
C00888,0,11,796,46,0,0.26
C03051,33,15,258,39,0,0.82
C02064,62,3,165,4,2,0.51
C01597,41,4,203,5,0,0.6
C05301,6,14,484,84,1,0.2
C00536,65,5,152,5,1,0.23
C02366,44,16,147,35,2,0.7
C02390,196,2,1278,74,0,0.4
C00055,25,8,525,19,0,0.21
C03811,247,5,4831,56,0,0.48
C05938,33,13,648,78,0,0.17
C02880,224,4,564,67,0,0.27
C03275,19,7,375,105,2,0.22
C05294,7,14,507,60,0,0.23
C03198,28,5,1066,87,0,0.06
C05719,27,14,137,27,1,1
C02229,36,2,165,7,0,0.59
C02524,22,20,375,14,3,0.75
C00099,31,4,263,4,0,0.61
C05914,0,13,880,46,1,0.09
C03617,30,14,779,47,0,0.1
C02798,53,4,199,4,0,0.61
C02470,34,9,812,19,0,0.04
C05881,33,6,321,4,0,0.37
C03031,33,13,567,52,0,0.24
C00815,29,11,1408,26,0,0.16
C03108,17,1,112,4,0,0.74
C02136,361,4,3013,28,1,0.53
C02546,19,11,760,75,0,0.2
C02940,7,22,242,27,0,0.79
C04080,5,20,345,45,1,0.86
C03858,150,5,1991,59,0,0.27
C00449,26,14,746,52,0,0.1
C02888,0,15,300,44,0,0.72
C00754,19,18,550,25,1,0.93
C01270,46,13,810,53,0,0.16
C04000,23,11,514,46,0,0
C02145,39,11,366,37,0,0.85
C03236,183,6,2141,55,0,0.3
C00057,275,3,3854,61,0,0.48
C01333,79,3,147,6,0,0.62
C00454,149,3,2166,62,0,0.44
C04563,0,12,334,72,0,0
C05597,29,10,577,57,1,0.25
C01430,0,4,189,7,0,0.62
C03815,13,7,386,27,0,0
C05958,35,2,291,4,0,0.58
C04723,254,3,678,52,0,0.21
C04412,36,16,361,54,0,0.79
C02632,13,12,660,68,0,0
C02504,310,4,902,64,0,0.3
C00381,22,13,461,6,1,0.88
C03066,188,1,868,55,0,0.34
C03457,49,1,132,8,1,0.51
C05211,18,3,131,9,2,0.53
C03518,54,15,1032,91,0,0.05
C05438,23,10,1113,44,0,0.13
C05049,52,12,685,56,0,0.1
C01157,44,6,518,63,1,0
C04106,248,4,2582,65,0,0.32
C02636,25,17,169,30,1,0.92
C00643,41,14,836,27,0,0.09
C04015,14,12,1462,85,0,0.2
C05912,33,11,129,43,2,0.88
C01289,190,3,2003,54,0,0.32
C02053,56,4,322,6,1,0.54
C02638,145,1,447,50,0,0.42
C03764,24,10,241,41,1,0.79
C03718,44,3,106,6,0,0.49
C05693,250,5,2520,50,0,0.13
C03329,23,12,1078,47,0,0.19
C04793,52,8,383,61,0,0.07
C00220,57,3,283,5,0,0.39
C05159,66,3,81,5,0,0.56
C02926,62,1,3392,47,0,0.44
C05160,35,4,196,4,1,0.63
C00398,258,5,1655,34,0,0.37
C01896,56,4,430,3,0,0.54
C01137,132,3,532,74,0,0.23
C03574,36,16,1240,84,0,0
C05637,206,4,1270,28,0,0.41
C04136,31,11,550,35,0,0.14
C00853,31,1,305,4,0,0.42
C01582,56,17,1352,95,0,0.05
C04945,18,17,192,53,3,1
C02168,33,2,198,1,0,0.69
C05624,50,5,279,1,0,0.58
C04045,169,2,1350,65,1,0.32
C05911,45,4,141,2,0,0.76
C04913,28,3,979,1,0,0.63
C01992,42,1,156,5,0,0.48
C00491,10,8,1493,37,0,0.04
C05245,59,1,282,6,0,0.67
C03853,186,5,3968,12,0,0.3
C05367,20,17,240,33,1,0.83
C05024,21,13,914,98,0,0.03
C04213,55,12,454,26,0,0
C05749,24,8,293,27,1,0.91
C02869,51,9,447,76,1,0.01
C01922,19,14,453,48,2,0.94
C00926,16,13,617,55,0,0.03
C00054,30,13,1681,75,0,0.13
C05574,63,2,267,5,0,0.45
C02831,266,3,3449,35,0,0.34
C01417,17,12,1586,95,0,0
C03315,32,19,196,40,2,0.85
C04696,289,3,645,37,0,0.35
C01944,100,2,3203,65,1,0.53
C05172,34,13,831,44,0,0.13
C01795,19,12,607,57,1,0.15
C02176,39,4,301,4,0,0.41
C02828,38,3,301,3,0,0.54
C05080,20,14,197,27,3,0.84
C02918,73,3,208,2,0,0.62
C02445,48,17,438,24,3,1
C03769,0,16,619,38,0,0.32
C04616,6,7,317,31,2,0.78
C00019,32,11,589,45,2,0.17
C04398,14,14,532,53,0,0.11
C04926,27,4,151,2,0,0.54
C04535,0,18,1500,30,0,0
C00456,53,5,240,6,1,0.67
C04935,37,13,1302,61,0,0
C00318,31,9,910,46,0,0.2
C05671,229,2,847,45,0,0.24
C03247,280,4,1786,37,1,0.48
C00572,0,11,644,76,1,0.05
C04131,34,8,1154,75,0,0.31
C03936,172,4,3008,35,0,0.43
C00035,18,4,320,90,1,0
C03669,37,15,296,44,1,1
C04581,41,4,221,5,0,0.54
C03422,61,14,776,46,1,0.08
C00310,25,10,837,40,1,0
C03074,214,5,1782,86,0,0.49
C00388,24,13,1062,47,0,0.04
C05337,8,21,133,29,2,1
C01097,137,2,1909,45,0,0.47
C05034,20,18,186,15,1,0.91
C03577,32,17,452,79,0,0.11
C00817,180,1,606,37,0,0.27
C03732,13,13,831,56,1,0.09
C03726,192,2,1001,48,0,0.17
C02255,46,16,324,43,0,0.08
C00669,257,4,3830,79,0,0.11
C05446,4,13,164,56,2,0.85
C02885,250,3,1517,48,0,0.31
C05311,36,14,899,39,1,0
C04079,15,20,383,49,1,0.83
C02239,43,11,608,52,1,0.18
C01355,10,10,438,61,0,0
C04195,38,8,383,65,2,0.13
C05535,55,9,976,46,1,0.25
C00630,156,6,1632,50,0,0.57
C04684,24,15,421,22,2,0.9
C03654,9,18,714,37,2,0.78
C01904,40,6,1247,39,1,0.15
C05761,191,2,2572,44,1,0.41
C04703,159,1,1275,33,0,0.48
C05754,24,9,590,45,0,0.1
C01073,14,14,754,77,2,0.41
C05630,27,7,224,14,2,0.9
C01650,239,3,958,50,2,0.07
C05326,13,8,552,45,1,0.11
C01284,72,1,257,1,0,0.48
C01160,32,3,227,6,0,0.76
C05021,30,14,382,35,3,0.93
C04888,25,10,831,67,1,0
C00978,21,8,1227,78,0,0.03
C04542,70,3,248,3,1,0.56
C03238,20,21,454,2,1,0.88
C01076,361,3,3596,32,0,0.34
C02650,15,6,1873,39,0,0.24
C04759,37,10,777,42,0,0.11
C03722,29,17,223,17,0,1
C00774,196,3,990,42,0,0.36
C05844,27,13,721,54,0,0
C01695,21,14,361,29,1,0.83
C01442,40,8,724,30,3,0
C02616,32,9,311,23,1,0.87
C04149,38,14,289,20,3,0.89
C02507,40,10,413,74,0,0
C04655,266,3,5788,35,0,0.33
C04182,30,10,505,50,0,0.11
C00021,53,4,188,3,0,0.58
C04399,93,5,1609,55,0,0.2
C04388,69,5,943,52,0,0.3
C02830,0,11,653,58,1,0.09
C00161,14,11,156,38,3,0.92
C03767,58,4,294,8,0,0.56
C04767,19,18,274,21,1,0.68
C02620,303,1,3439,88,0,0.37
C01520,30,7,901,59,0,0.28
C05157,31,1,319,2,0,0.7
C03061,21,24,366,23,3,0.58
C04836,42,9,1159,72,1,0.14
C05433,313,3,1122,69,0,0.38
C01920,33,16,932,52,1,0
C00279,284,5,1292,27,0,0.41
C04678,34,10,754,47,1,0.16
C01917,31,13,178,45,0,0.85
C04859,20,12,668,74,2,0.04
C05219,31,3,268,7,0,0.79
C04338,30,15,673,54,1,0.09
C04778,34,2,172,9,0,0.62
C01405,40,15,217,35,6,0.91
C02080,33,12,877,17,0,0.08
C02365,182,5,1267,20,0,0.49
C00751,6,7,327,80,0,0.25
C03856,26,17,411,26,4,0.91
C04975,316,2,682,71,0,0.27
C03618,8,10,1157,70,0,0
C02068,215,6,1059,41,0,0.38
C04327,50,9,785,74,0,0
C02579,9,13,423,52,2,0.04
C05656,29,18,253,24,2,1
C03836,32,11,291,24,1,0.98
C00235,44,5,102,4,0,0.51
C03696,28,17,276,26,2,0.87
C05663,36,11,415,30,0,0.14
C00278,20,13,1501,44,0,0.13
C02139,58,10,473,36,1,0.11
C01671,48,2,208,4,0,0.81
C01810,45,9,610,54,0,0.34
C03423,22,11,350,21,0,0.3
C01397,24,7,176,31,0,0.82
C03996,14,18,348,39,3,1
C05639,222,1,1205,63,0,0.37
C01685,25,13,133,10,0,0.96
C02333,31,1,92,2,0,0.57
C04340,25,7,102,4,0,0.37
C01735,39,3,304,2,0,0.64
C00219,34,19,205,32,2,0.91
C03929,8,3,369,3,1,0.19
C02669,198,1,6180,38,1,0.37
C02944,14,14,948,62,0,0.14
C05123,43,18,233,31,0,0.76
C03939,27,10,398,35,0,0
C02547,24,16,362,47,2,0.98
C05028,303,1,2370,33,1,0.33
C01633,10,12,786,48,0,0.21
C03258,45,10,382,33,1,0.81
C03886,45,14,586,43,0,0.08
C04242,44,16,265,32,4,1
C05002,22,10,500,69,0,0.15
C01895,67,2,161,5,0,0.3
C00111,35,24,237,42,1,1
C01258,51,8,2386,14,0,0.16
C01514,42,10,583,52,0,0.09
C05047,26,19,400,20,0,1
C02667,263,4,1984,37,0,0.37
C00249,16,15,1783,68,2,0.12
C01594,37,14,421,28,1,0
C00139,242,2,875,45,1,0.33
C00431,24,6,717,50,0,0.27
C02070,32,11,315,42,2,0.95
C04416,7,9,664,75,0,0
C03861,233,3,3358,30,0,0.33
C04059,25,10,677,56,0,0.25
C00708,24,9,481,90,0,0.06
C00687,20,11,334,51,4,1
C02871,31,11,815,65,0,0.08
C01391,322,3,2236,42,0,0.57
C05787,43,3,290,6,0,0.84
C03802,13,4,1325,29,1,0
C00644,32,11,670,32,0,0.08
C03980,307,3,1653,51,0,0.22
C05979,39,13,242,22,2,0.78
C03866,21,13,215,34,1,0.96
C00163,25,6,229,20,4,0.85
C05946,52,3,201,2,0,0.34
C01480,52,7,464,48,0,0
C01093,95,5,4073,46,1,0.2
C00184,38,18,365,34,2,0.73
C05575,194,1,3300,21,1,0.35
C02531,84,3,196,7,0,0.76
C05113,30,15,329,27,1,0.83
C03358,44,15,508,38,1,0.06
C05872,29,7,460,45,2,0.11
C00195,30,17,244,27,1,0.79
C03704,339,1,2059,59,0,0.26
C05818,20,8,1086,62,0,0.08
C01401,28,9,783,47,1,0.05
C00455,0,10,1279,38,0,0.11
C00924,287,6,1467,64,0,0.41
C04148,17,11,352,87,0,0.17
C04957,53,3,412,3,1,0.41
C04269,52,12,565,71,0,0.1
C04058,9,6,280,35,4,0.86
C05942,19,16,233,29,2,0.9
C02735,27,20,327,23,1,0.98
C02241,5,3,287,6,0,0.44
C04548,194,6,2468,62,1,0.39
C02845,42,2,180,6,0,0.52
C01106,27,15,134,18,2,0.91
C00645,40,14,562,52,3,0.03
C03167,170,5,989,55,0,0.21
C03187,27,6,138,3,1,0.6
C00308,44,10,539,85,0,0.06
C00150,54,11,378,48,0,0.14
C01742,10,8,1020,102,0,0
C02464,235,4,2261,56,0,0.18
C03882,43,3,85,2,0,0.33
C03993,24,8,798,71,2,0.27
C00570,215,5,1117,53,1,0.22
C05175,22,9,540,53,0,0.04
C02062,24,16,1310,62,0,0.23
C01772,216,2,1325,39,1,0.59
C04821,14,10,626,83,1,0.02
C05853,186,5,967,35,0,0.51
C04479,181,5,1843,33,1,0.27
C04247,24,13,763,63,3,0.3
C03034,28,14,212,40,1,1
C03178,0,10,1219,57,1,0.05
C01255,7,13,938,92,1,0.05
C05144,65,2,169,3,0,0.44
C00344,127,5,3403,50,1,0.42
C00541,28,11,952,69,0,0.02
C04565,74,16,625,61,0,0
C01456,24,7,793,70,1,0.13
C02024,143,2,1404,50,1,0.35
C05191,27,10,878,68,1,0
C00390,9,15,309,33,1,1
C02899,45,17,802,68,0,0.1
C04137,34,20,270,46,2,0.94
C01847,28,14,150,44,0,0.95
C00093,161,1,907,29,0,0.44
C00568,36,14,239,17,4,0.79
C05410,22,8,228,53,0,0.24
C02311,40,13,650,65,0,0.1
C04918,263,6,3222,59,0,0.5
C04599,3,10,851,78,0,0.25
C05290,129,3,1476,46,0,0.06
C05583,44,9,510,49,0,0.37
C05756,29,20,341,15,3,0.71
C01369,27,5,359,67,0,0
C04785,20,11,971,84,0,0.12
C00518,215,3,4035,48,1,0.37
C04367,20,3,160,5,0,0.38
C00346,0,17,1176,28,2,0.2
C02843,223,2,2104,47,0,0.46
C05065,34,16,833,64,0,0
C03279,51,11,424,61,1,0
C01991,34,10,1064,69,0,0.05
C00229,132,5,1200,68,0,0.46
C02205,29,11,577,59,0,0.14
C00228,15,10,807,59,1,0.01
C05484,179,2,1527,74,0,0.33
C05278,38,13,817,21,1,0
C05499,49,4,372,6,0,0.35
C02966,20,12,626,71,0,0
C05275,254,1,1355,12,0,0.25
C03501,39,11,1102,58,1,0.12
C05449,25,16,270,10,5,1
C02128,9,14,490,71,0,0
C00356,5,13,374,16,1,1
C04937,210,3,508,36,0,0.12
C03333,35,15,635,59,0,0.38
C05357,34,20,441,15,1,0.85
C04421,165,2,1381,50,0,0.2
C00401,60,1,280,3,0,0.63
C00624,63,4,327,4,0,0.58
C03227,16,15,390,53,1,0.97
C05927,47,15,389,41,0,0.04
C04860,0,1,82,4,0,0.54
C00453,7,12,1651,42,0,0.05
C00173,63,8,531,61,1,0.17
C03444,33,17,220,26,2,0.78
C00248,48,15,377,36,1,0.88
C03699,238,2,1881,45,0,0.21
C01869,39,13,740,65,0,0.19
C00098,8,14,798,69,0,0
C00244,43,2,184,2,0,0.46
C03408,42,14,736,66,1,0.09
C05714,213,2,1499,32,1,0.35
C03536,13,3,801,62,1,0.14
C00382,42,14,647,65,0,0.14
C03703,304,2,1160,51,0,0.35
C03302,35,9,723,62,0,0.04
C05494,211,3,1343,40,1,0.27
C05116,234,2,4543,56,1,0.32
C00451,27,10,649,69,0,0.11
C01635,42,11,196,28,3,1
C00394,21,9,960,25,1,0.12
C01929,0,21,195,19,3,0.84
C05393,134,2,5221,44,0,0.24
C03792,24,2,153,2,0,0.39
C04567,19,15,889,55,0,0.22
C01082,12,17,130,5,1,0.77
C02350,24,13,367,88,0,0.34
C02898,282,3,1836,57,2,0.37
C02175,41,3,109,5,0,0.3
C01771,49,10,941,61,0,0.07
C01399,39,5,259,6,0,0.44
C05166,23,2,226,6,2,0.57
C03240,16,14,1598,42,0,0
C00157,1,16,906,35,1,0.12
C05831,40,10,460,20,3,0.96
C05471,16,10,423,94,0,0.17
C02591,26,12,744,69,0,0.06
C00586,23,14,387,40,4,0.71
C02108,62,3,227,4,0,0.62
C05507,24,12,383,33,1,0.96
C05382,35,1,331,4,1,0.61
C04693,27,11,445,13,1,1
C03353,34,8,685,80,1,0.15
C01613,36,17,1013,60,2,0.09
C04743,58,5,223,5,0,0.74
C02834,18,10,793,47,2,0.02
C05316,19,12,230,36,2,0.81
C03218,45,11,729,53,2,0
C01199,19,11,840,68,0,0
C04237,36,10,811,62,1,0
C05640,57,3,456,47,0,0.47
C04276,52,8,1288,31,0,0.15
C01893,23,11,650,65,1,0.03
C00259,312,3,1352,49,0,0.45
C05431,193,4,893,41,0,0.18
C03068,26,16,815,85,0,0.13
C03069,1,9,1356,68,0,0.03
C05954,210,2,1265,39,0,0.34
C04060,166,6,1014,37,0,0.35
C01296,22,16,539,42,4,0.81
C04911,2,8,1387,40,0,0
C01163,22,2,361,6,1,0.45
C03075,12,18,367,34,6,1
C05635,37,17,198,23,2,1
C02065,23,11,808,60,1,0.02
C02427,75,3,87,4,1,0.56
C03946,52,2,165,4,0,0.48
C05292,176,5,1291,37,0,0.35
C03917,43,15,298,33,0,0.83
C04465,46,15,488,21,0,0.92
C05988,32,1,250,6,0,0.62
C01293,44,7,79,9,0,0.58
C03559,48,2,153,5,1,0.45
C01653,40,12,537,81,1,0.18
C02856,48,1,737,5,0,0.42
C01449,162,2,2278,35,0,0.3
C05210,43,8,764,62,2,0.13
C03432,257,4,1059,33,0,0.56
C05149,3,8,524,69,1,0.04
C02413,220,3,1325,49,0,0.19
C03479,64,2,122,5,0,0.45
C02847,59,5,742,59,2,0.3
C00086,20,10,904,52,0,0.19
C04955,31,10,1030,85,1,0.04
C02675,20,12,754,82,1,0
C03442,36,14,402,35,2,0.77
C03810,33,6,1048,59,0,0.09
C03977,30,10,810,46,0,0.05
C01518,46,1,126,4,0,0.55
C03493,278,4,558,26,0,0.49
C01914,45,12,424,63,0,0.24
C01958,25,17,1177,70,0,0
C03949,155,2,1695,29,0,0.41
C00106,19,13,215,43,3,1
C00813,20,10,1599,102,0,0.15
C03036,20,9,648,57,0,0.09
C04570,50,15,888,89,1,0.24
C00425,16,13,731,56,1,0.14
C00599,26,12,93,33,2,1
C04495,281,2,2380,76,0,0.37
C02607,32,8,484,44,0,0
C05295,10,11,910,67,0,0.23
C03967,17,6,595,61,0,0
C03950,223,2,1785,39,0,0.31
C00649,19,8,475,88,0,0.3
C04408,9,10,749,57,1,0
C01470,198,3,2139,30,0,0.33
C03938,176,1,1305,65,2,0.43
C05556,46,15,811,65,1,0.09
C04541,281,2,1270,59,1,0.5
C00377,28,13,487,88,0,0.31
C03298,22,3,345,5,0,0.62
C05565,8,16,636,26,2,0.95
C00933,21,14,162,40,1,1
C00349,25,13,651,58,0,0.16
C02360,290,2,909,71,0,0.54
C05282,52,19,227,20,2,0.78
C04392,10,13,760,59,0,0.09
C01640,18,10,1261,57,0,0.11
C01499,71,3,233,2,0,0.6
C05185,175,3,904,70,1,0.34
C04088,23,3,292,3,1,0.58
C03210,47,6,203,4,0,0.41
C03851,17,12,214,29,4,0.82
C02970,203,3,2175,51,0,0.37
C04250,49,22,136,19,2,0.98
C00154,70,4,681,68,1,0.1
C02561,27,14,366,30,0,0.99
C03905,50,5,185,4,1,0.56
C00335,6,15,631,79,1,0.05
C01827,18,10,278,42,1,0.91
C04407,185,4,795,42,0,0.34
C04377,53,14,990,89,1,0.08
C05615,302,2,1608,55,1,0.44
C00505,32,10,883,79,0,0.03
C00685,25,17,802,93,1,0.46
C01828,23,8,560,51,1,0
C03803,295,2,6715,68,0,0.43
C03519,276,1,4615,55,0,0.09
C05960,1,17,1187,79,1,0
C04924,27,9,402,45,0,0
C00146,0,14,703,56,0,0
C00767,27,8,137,24,2,0.84
C03409,0,13,607,43,1,0.17
C00392,33,12,622,50,2,0.16
C00522,102,4,3163,58,0,0.42
C01709,219,3,1736,50,0,0.3
C03262,163,3,964,43,0,0.5
C04862,16,14,789,59,1,0
C03274,38,14,336,1,4,0.94
C04742,41,10,563,44,1,0.1
C02729,19,17,237,22,2,0.76
C04941,22,16,354,16,3,1
C05056,60,14,899,75,0,0.12
C03354,147,1,5512,55,0,0.34
C01647,244,4,1803,40,0,0.58
C05482,235,3,1242,66,0,0.33
C02647,44,14,1134,43,0,0.08
C03316,22,8,365,71,1,0.21
C05231,164,3,1101,72,1,0.25
C05945,43,2,497,3,1,0.47
C04751,211,4,3543,56,2,0.29
C00512,28,15,672,30,1,0.11
C02095,8,12,270,52,0,0.25
C02462,59,10,527,106,1,0.23
C00371,32,2,143,6,0,0.44
C04520,203,5,784,9,0,0.27
C04966,23,4,301,5,0,0.63
C00837,33,4,217,5,0,0.44
C04358,44,14,446,39,0,0.86
C05680,46,9,1195,72,0,0.23
C00291,52,10,1183,69,0,0.05
C05063,52,3,136,4,0,0.5
C04608,22,11,540,78,0,0.18
C00764,18,3,101,4,0,0.41
C03489,62,1,158,5,0,0.54
C04031,43,11,795,77,1,0.17
C04812,8,18,243,2,1,0.81
C04686,20,4,328,2,1,0.51
C01037,38,8,365,46,1,0
C03093,22,11,1158,46,0,0.12
C00931,9,11,363,30,3,0.73
C05763,27,13,881,40,1,0.1
C00999,37,8,537,48,0,0.19
C04814,237,1,1882,56,0,0.22
C03752,27,3,268,1,0,0.25
C00460,36,11,628,50,2,0.07
C03492,51,5,257,5,0,0.5
C02958,23,11,624,42,1,0.13
C02891,54,13,690,67,1,0.11
C00123,66,5,165,3,0,0.5
C05466,49,19,366,25,4,0.62
C03759,15,20,351,25,5,0.92
C01032,29,11,501,58,1,0.14
C05709,0,10,581,84,0,0.16
C05765,45,10,289,27,0,1
C02402,21,10,458,69,1,0.08
C04241,36,15,351,37,2,0.77
C05158,21,13,395,39,0,0.7
C00806,47,3,205,2,1,0.55
C05032,167,3,1173,29,0,0.39
C05353,15,8,254,5,4,1
C03331,18,14,857,62,0,0.22
C03872,243,5,1807,68,1,0.38
C03440,19,16,256,18,1,0.98
C05813,46,7,130,39,1,0.94
C03328,325,3,846,63,1,0.45
C02336,53,6,703,49,1,0.03
C03865,18,10,849,59,0,0
C02824,28,14,259,35,3,1
C05459,45,13,147,10,2,1
C04129,31,2,211,11,1,0.6
C02838,28,21,239,27,0,0.73
C04425,29,14,854,25,0,0.2
C05404,8,12,870,66,0,0
C04493,50,16,213,24,3,1
C03008,36,11,499,18,0,0.83
C03366,44,3,120,7,0,0.67
C04235,62,5,169,6,0,0.5
C05687,7,11,323,34,0,1
C03310,20,8,1366,71,0,0
C03787,164,2,4076,41,0,0.14
C02329,36,12,1094,62,0,0.1
C03106,36,14,194,26,0,0.78
C03140,39,3,220,3,0,0.68
C02768,23,9,697,60,0,0.19
C04317,17,13,949,84,0,0.05
C01580,37,7,417,70,0,0.11
C02608,43,8,632,82,0,0.05
C03287,291,6,2666,71,2,0.26
C04324,26,11,1589,60,1,0.14
C00075,15,19,165,24,1,0.95
C04153,53,10,636,62,0,0
C02237,16,11,743,64,0,0.19
C00908,1,27,85,18,3,0.89
C00998,249,4,1568,19,0,0.48
C02092,178,4,1869,42,1,0.05
C03164,181,1,2242,52,0,0.52
C04770,0,11,554,30,0,0
C04171,30,7,379,97,0,0
C05198,26,10,992,46,2,0.16
C04773,71,3,146,3,1,0.54
C00422,215,3,3573,3,0,0.41
C01559,43,11,208,18,4,0.94
C03745,52,1,256,4,0,0.8
C01081,205,2,4012,57,0,0.57
C04208,144,4,2369,31,0,0.31
C01145,244,2,2148,50,1,0.54
C00631,254,2,1071,64,0,0.5
C00329,37,10,775,43,2,0
C04823,319,3,1328,88,0,0.14
C01610,53,14,775,79,0,0.12
C04266,40,4,172,4,1,0.59
C03924,12,9,394,59,1,0
C04434,24,4,189,7,0,0.75
C01268,23,16,367,46,2,0.91
C03645,35,12,224,29,1,0.87
C03248,41,15,261,11,5,0.79
C01998,22,14,517,62,0,0.16
C02772,336,5,1762,38,1,0.48
C00930,57,5,156,3,0,0.51
C02456,59,3,112,6,0,0.67
C01194,18,12,950,33,1,0.07
C02612,14,20,667,30,0,0.97
C05609,68,3,168,4,0,0.51
C05079,12,13,884,63,0,0.07
C02639,232,2,1624,63,0,0.17
C02245,111,4,1088,73,0,0.44
C04930,44,12,633,58,2,0
C05859,58,3,172,3,0,0.41
C00292,136,1,984,70,0,0.3
C05339,40,13,1313,9,2,0
C02429,22,10,649,74,1,0.07
C01325,47,11,709,60,0,0.22
C03313,49,1,267,5,0,0.58
C05417,35,17,710,74,0,0
C02300,23,17,294,26,1,1
C05010,48,8,479,62,0,0
C05734,58,11,678,29,2,0
C00628,237,4,659,47,0,0.24
C03015,72,1,83,3,0,0.52
C00899,39,3,233,5,0,0.54
C03120,8,15,1178,84,0,0.33
C00812,40,16,772,52,0,0.07
C01767,9,9,254,39,1,0.88
C04995,225,3,3757,48,1,0.06
C03286,152,4,1353,74,1,0.48
