id,tenure_months,monthly_charge,contract,internet,tech_support,online_security,streaming_tv,paperless,payment,senior,partner,dependents,phone_lines,support_calls,late_payments,data_gb,referred,region,churn
T04136,42,64.9,one-year,none,no,no,yes,no,card,0,no,no,1,1,0,59,no,south,no
T01902,3,51.9,month-to-month,dsl,no,no,yes,yes,mailed check,0,yes,no,2,3,1,144,no,south,yes
T00919,17,104.2,month-to-month,none,no,no,yes,no,card,0,no,no,1,1,0,24,no,north,no
T05767,76,61.4,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,no,2,1,0,205,no,centre,no
T04720,2,109.5,month-to-month,fibre,no,no,no,no,mailed check,0,no,no,1,0,0,56,no,north,yes
T00821,55,39.8,two-year,none,yes,yes,yes,yes,bank transfer,0,yes,no,1,1,0,79,yes,islands,no
T06769,8,24.9,month-to-month,dsl,no,no,yes,yes,e-check,0,yes,yes,1,0,0,34,no,south,yes
T03963,1,61.6,month-to-month,dsl,no,no,no,no,bank transfer,0,yes,yes,2,0,1,39,yes,islands,yes
T03867,12,63.5,one-year,fibre,no,no,no,yes,mailed check,0,yes,yes,2,1,0,42,no,north,yes
T01663,18,97.8,one-year,none,no,no,no,yes,mailed check,0,yes,yes,1,0,0,235,no,centre,no
T03533,1,34.3,month-to-month,fibre,yes,yes,no,no,e-check,0,no,yes,2,2,1,112,no,north,yes
T04736,8,93.4,one-year,fibre,yes,no,yes,yes,mailed check,0,yes,no,0,1,0,60,no,north,yes
T02066,67,71,month-to-month,dsl,yes,no,yes,yes,bank transfer,1,yes,no,2,2,1,22,no,south,yes
T05856,25,85.2,month-to-month,dsl,yes,no,no,no,card,0,no,no,1,0,0,37,no,centre,no
T00936,23,21.6,two-year,none,no,no,no,yes,e-check,0,yes,no,1,0,1,47,no,islands,no
T05548,47,97.9,two-year,none,yes,no,no,yes,bank transfer,1,yes,no,1,1,0,124,no,centre,no
T06420,30,59.7,one-year,dsl,yes,yes,yes,yes,mailed check,0,no,yes,2,2,1,111,no,islands,no
T01512,11,50.1,month-to-month,dsl,yes,no,yes,yes,card,0,yes,no,1,0,0,36,yes,centre,no
T01449,6,57.4,month-to-month,fibre,no,yes,no,yes,card,0,yes,no,2,1,0,191,no,islands,no
T05230,1,53.8,one-year,none,yes,yes,no,no,bank transfer,0,no,no,3,0,0,77,no,south,no
T04379,16,99.5,one-year,dsl,no,yes,yes,no,card,0,no,yes,2,1,1,47,no,centre,yes
T04584,102,71.8,month-to-month,fibre,no,yes,yes,no,card,0,yes,no,1,1,2,25,yes,north,yes
T00687,34,92.1,month-to-month,fibre,yes,no,no,no,bank transfer,0,no,no,1,0,0,28,yes,north,no
T00727,9,84.7,month-to-month,fibre,no,no,no,yes,card,0,yes,no,0,1,0,79,no,north,yes
T02073,106,54.6,one-year,fibre,no,no,yes,no,card,0,yes,no,1,1,0,68,yes,south,no
T02191,21,63.4,month-to-month,dsl,no,yes,yes,yes,mailed check,0,no,no,1,2,1,63,yes,north,yes
T02211,18,40.6,month-to-month,fibre,yes,yes,yes,yes,e-check,0,yes,no,2,2,0,21,yes,centre,no
T01954,13,45.1,month-to-month,none,no,yes,yes,yes,bank transfer,0,yes,no,1,0,1,26,no,south,yes
T02289,6,58.5,one-year,fibre,yes,no,no,yes,card,0,no,yes,3,1,0,43,no,north,no
T05495,15,105,two-year,fibre,no,no,no,no,e-check,0,yes,yes,1,0,1,59,yes,islands,no
T00841,14,90.1,one-year,fibre,yes,no,yes,yes,card,0,yes,no,2,1,0,49,no,north,no
T06583,20,95.2,month-to-month,dsl,yes,no,no,yes,mailed check,0,yes,yes,2,1,0,135,yes,south,no
T04538,42,74.7,one-year,none,yes,no,yes,yes,e-check,0,yes,yes,2,3,0,58,no,islands,no
T03930,15,55.5,month-to-month,none,no,no,yes,no,e-check,0,yes,no,1,0,1,121,no,north,yes
T04568,38,61.7,month-to-month,none,yes,no,yes,yes,bank transfer,0,yes,yes,1,0,1,23,no,south,no
T03439,20,52.5,two-year,none,no,yes,yes,no,e-check,0,yes,no,1,1,0,77,no,centre,no
T03241,16,63.2,two-year,none,no,no,no,yes,e-check,0,no,no,1,0,0,22,yes,north,no
T02029,14,68,one-year,none,yes,yes,yes,yes,bank transfer,0,no,yes,2,0,0,47,no,islands,no
T05738,40,63.4,one-year,dsl,yes,no,no,no,e-check,0,no,no,3,0,0,21,no,north,no
T04593,26,79.7,month-to-month,fibre,yes,no,no,yes,card,0,yes,yes,2,1,0,58,no,centre,no
T01122,16,58.7,month-to-month,none,yes,no,yes,yes,card,0,yes,yes,2,0,1,203,no,centre,yes
T03612,9,26.1,month-to-month,none,no,yes,yes,yes,mailed check,0,yes,no,2,1,1,138,yes,centre,no
T03620,77,37.7,one-year,fibre,yes,no,yes,yes,mailed check,0,yes,no,3,0,1,62,yes,centre,no
T06916,26,43.9,month-to-month,fibre,no,yes,no,no,mailed check,0,no,no,2,1,0,96,no,islands,no
T06964,24,92.8,one-year,dsl,no,no,yes,yes,mailed check,0,no,no,2,0,0,141,no,north,no
T06695,87,21.2,month-to-month,none,no,yes,yes,yes,e-check,0,no,no,1,0,0,97,no,islands,no
T03831,8,106.9,month-to-month,fibre,no,yes,yes,yes,card,0,yes,yes,1,2,1,11,no,centre,yes
T02072,26,21.7,two-year,dsl,no,no,no,no,e-check,0,yes,no,3,1,1,57,yes,south,no
T01877,11,97.7,one-year,dsl,no,no,no,yes,bank transfer,0,no,yes,1,0,0,60,no,islands,no
T05948,58,74.4,month-to-month,fibre,no,no,yes,no,card,0,yes,yes,2,1,0,159,no,islands,yes
T06742,54,98.1,month-to-month,fibre,yes,no,yes,no,e-check,0,yes,yes,3,1,1,265,no,centre,no
T03598,26,84.6,two-year,dsl,yes,no,yes,yes,bank transfer,0,yes,no,1,1,0,46,no,centre,no
T02407,4,109.8,one-year,dsl,no,yes,yes,yes,e-check,0,no,yes,1,0,0,114,no,islands,no
T03852,11,81.3,two-year,fibre,yes,no,no,no,bank transfer,1,yes,yes,0,0,0,164,yes,islands,no
T05461,36,95.1,month-to-month,none,no,yes,no,yes,mailed check,0,no,no,0,1,0,30,no,centre,no
T03624,2,47.8,month-to-month,fibre,no,no,no,no,e-check,0,yes,no,2,1,0,37,yes,south,no
T01976,1,61,one-year,fibre,yes,yes,yes,yes,mailed check,0,no,no,2,1,0,181,no,north,no
T00808,1,47.3,two-year,fibre,no,no,no,yes,mailed check,0,no,no,2,1,1,37,no,north,no
T00404,5,105.3,month-to-month,fibre,yes,no,yes,yes,e-check,0,yes,yes,2,1,2,168,no,centre,yes
T05960,15,26.8,month-to-month,dsl,no,yes,yes,yes,mailed check,0,no,no,1,1,0,101,no,south,no
T05137,4,93.4,month-to-month,none,no,no,yes,yes,bank transfer,0,no,no,1,1,0,77,yes,south,yes
T02529,19,23.6,two-year,fibre,yes,no,no,yes,bank transfer,0,no,yes,1,0,1,37,no,centre,no
T01066,32,75,month-to-month,none,no,no,yes,yes,e-check,0,no,yes,2,0,1,33,no,south,no
T05272,43,56.8,month-to-month,dsl,no,no,yes,yes,card,0,no,no,2,1,2,65,no,north,no
T05323,57,47.1,month-to-month,dsl,no,yes,no,yes,mailed check,0,yes,no,2,2,1,75,no,north,no
T03881,9,27.1,month-to-month,dsl,no,no,yes,yes,card,0,yes,no,2,0,0,83,no,islands,yes
T01109,6,68.2,month-to-month,none,no,no,yes,yes,mailed check,0,no,no,1,2,0,62,yes,north,no
T04042,11,108.7,two-year,fibre,yes,yes,yes,yes,mailed check,0,no,no,1,2,0,103,yes,centre,no
T02364,5,27.3,month-to-month,none,no,yes,yes,yes,card,0,yes,no,1,0,0,44,no,islands,no
T06619,29,77.1,month-to-month,dsl,no,no,no,no,card,0,no,no,1,3,0,50,no,south,no
T04662,33,98.1,month-to-month,fibre,yes,no,no,yes,mailed check,0,yes,no,1,1,1,22,yes,north,yes
T05766,24,109.2,month-to-month,dsl,no,yes,no,yes,e-check,0,no,yes,1,1,1,39,yes,north,no
T06932,26,51.1,one-year,dsl,no,no,no,yes,e-check,0,yes,no,1,1,1,193,yes,north,yes
T04174,21,78,two-year,fibre,no,yes,yes,no,card,1,yes,no,2,3,1,164,no,islands,no
T02975,77,25.7,two-year,dsl,no,yes,yes,yes,e-check,1,no,yes,2,1,0,71,no,islands,no
T00254,82,85.6,one-year,fibre,yes,no,yes,no,bank transfer,0,yes,no,1,0,1,186,no,south,no
T04195,38,25.8,month-to-month,fibre,no,no,yes,no,mailed check,0,yes,yes,3,1,1,25,yes,islands,no
T06277,25,100.9,one-year,fibre,yes,yes,no,yes,card,0,no,yes,1,1,0,55,no,south,no
T05966,45,105.1,month-to-month,none,no,yes,no,no,e-check,0,no,no,1,1,0,86,no,north,yes
T01328,96,95.1,month-to-month,dsl,no,yes,no,yes,card,0,no,no,2,1,1,53,yes,islands,no
T04985,21,52.5,month-to-month,fibre,no,yes,no,yes,e-check,0,no,no,2,1,1,285,no,islands,yes
T00511,55,45.9,two-year,none,no,no,no,yes,card,0,yes,no,2,0,0,63,no,south,no
T03364,18,36,two-year,none,yes,yes,no,no,bank transfer,0,no,no,2,2,0,141,yes,north,no
T06433,60,81.6,month-to-month,dsl,no,no,yes,yes,card,0,no,no,0,1,1,45,no,north,no
T06949,2,81.7,one-year,fibre,no,no,yes,no,mailed check,0,yes,yes,2,2,0,82,no,north,no
T00616,51,74.3,month-to-month,dsl,no,yes,no,yes,bank transfer,0,no,yes,1,1,2,49,no,north,no
T03589,7,42,two-year,fibre,yes,no,yes,yes,card,0,yes,yes,1,1,0,68,no,north,no
T06813,80,31.2,month-to-month,fibre,no,no,no,no,e-check,0,no,no,3,1,0,38,no,centre,no
T00918,33,32,one-year,dsl,yes,yes,no,yes,mailed check,0,yes,no,2,1,2,44,no,south,no
T06592,55,65,one-year,fibre,no,no,yes,yes,bank transfer,0,no,no,1,1,0,12,no,centre,no
T06528,13,81.9,month-to-month,fibre,yes,no,no,yes,card,1,yes,no,0,0,0,23,no,centre,no
T05418,9,39.8,one-year,dsl,yes,yes,yes,no,card,0,yes,yes,3,0,0,67,yes,north,no
T05133,14,92.9,two-year,dsl,no,no,yes,yes,bank transfer,0,no,no,2,2,1,29,yes,islands,no
T04244,68,75.1,one-year,fibre,no,no,yes,yes,e-check,0,no,no,3,2,0,67,no,south,yes
T06009,9,35.6,one-year,fibre,no,yes,yes,no,mailed check,0,no,yes,2,0,1,20,no,islands,no
T00171,15,55.8,one-year,dsl,no,no,no,no,e-check,0,no,yes,1,2,0,166,no,south,no
T02224,30,104.5,month-to-month,fibre,no,yes,no,yes,bank transfer,1,yes,no,1,0,0,28,no,islands,no
T02171,41,76.7,two-year,fibre,no,no,yes,yes,e-check,0,yes,no,0,0,2,72,yes,centre,no
T01568,45,65.2,month-to-month,dsl,no,yes,no,yes,mailed check,0,yes,no,2,1,0,168,no,islands,no
T04965,69,43.9,month-to-month,fibre,yes,no,yes,no,card,1,yes,yes,2,0,0,66,no,islands,no
T02811,5,39.8,one-year,dsl,yes,no,yes,yes,e-check,0,no,yes,2,3,0,120,yes,islands,no
T05416,46,47,one-year,none,yes,yes,no,yes,bank transfer,0,no,yes,1,0,0,133,no,north,no
T06089,42,73.5,month-to-month,dsl,yes,yes,no,yes,card,0,yes,no,2,1,2,100,no,centre,yes
T00983,1,67.2,month-to-month,fibre,yes,no,yes,yes,card,0,no,no,1,1,1,59,no,centre,no
T05959,54,83.6,month-to-month,fibre,no,no,yes,yes,mailed check,0,yes,no,0,1,1,153,no,north,yes
T01779,1,69.1,two-year,none,no,no,yes,yes,mailed check,0,yes,no,3,3,1,226,yes,islands,no
T06806,15,84.2,month-to-month,dsl,no,no,yes,no,e-check,1,no,yes,1,1,1,60,no,centre,yes
T06871,14,101.1,month-to-month,dsl,no,yes,yes,yes,e-check,0,no,no,1,1,1,33,yes,islands,no
T03273,13,40.9,two-year,dsl,no,yes,yes,yes,mailed check,1,no,yes,2,3,0,108,no,islands,no
T06985,4,27.8,month-to-month,dsl,no,no,yes,yes,bank transfer,0,yes,yes,2,1,1,100,no,centre,yes
T01382,17,30.9,two-year,fibre,yes,yes,yes,no,card,0,yes,yes,2,0,0,69,no,north,no
T02519,49,85.6,one-year,dsl,no,no,no,yes,bank transfer,0,no,no,1,0,0,191,no,islands,no
T02287,60,65.7,one-year,none,yes,yes,yes,no,mailed check,0,yes,yes,2,0,1,26,no,north,no
T05894,37,98.4,month-to-month,none,no,yes,no,yes,mailed check,0,yes,no,2,1,0,158,no,south,no
T01955,12,101.3,month-to-month,dsl,no,yes,no,yes,e-check,0,yes,no,1,0,0,57,no,south,no
T01509,1,48.4,month-to-month,fibre,yes,no,no,yes,mailed check,0,yes,yes,3,2,0,46,yes,north,yes
T04307,36,79,two-year,dsl,yes,no,no,no,e-check,0,no,no,1,1,0,7,no,centre,no
T01654,27,31.9,two-year,dsl,no,yes,yes,yes,card,0,yes,no,1,0,0,123,no,islands,no
T00203,20,88.9,two-year,fibre,no,yes,no,no,card,0,yes,yes,1,0,1,21,no,centre,no
T06466,2,94.2,month-to-month,fibre,no,no,no,yes,mailed check,0,no,yes,2,0,0,142,no,islands,yes
T04351,10,102.7,month-to-month,fibre,no,no,yes,yes,e-check,0,yes,no,1,1,4,22,no,islands,yes
T00752,6,106.2,month-to-month,fibre,no,no,yes,yes,card,0,yes,no,1,1,1,126,yes,north,yes
T02398,12,79.4,month-to-month,fibre,no,no,yes,no,mailed check,1,yes,no,1,2,0,36,no,south,yes
T04375,46,58.4,one-year,none,yes,no,yes,no,card,0,yes,no,1,1,0,143,no,islands,no
T01174,54,66.3,two-year,fibre,no,no,no,yes,e-check,0,no,yes,3,1,0,188,no,north,no
T06094,1,52.5,two-year,fibre,yes,no,no,yes,card,0,yes,no,1,0,0,49,no,centre,no
T02086,8,87.4,month-to-month,dsl,yes,no,yes,no,mailed check,0,no,no,0,0,0,109,no,islands,no
T06861,30,70.7,month-to-month,dsl,yes,no,no,yes,e-check,0,yes,yes,1,1,0,130,no,islands,yes
T04511,31,63.5,month-to-month,none,yes,yes,yes,yes,bank transfer,1,no,yes,1,0,0,50,no,centre,yes
T01882,10,50,month-to-month,fibre,no,yes,no,yes,card,0,no,no,1,2,0,106,no,south,no
T02774,6,88.4,one-year,none,no,no,no,yes,e-check,0,no,yes,0,2,0,76,no,islands,yes
T00697,45,100,one-year,fibre,yes,yes,no,no,e-check,0,no,no,2,1,0,19,no,centre,no
T04458,2,81.9,month-to-month,fibre,yes,no,no,no,card,1,no,no,1,0,0,190,no,south,no
T02644,30,88.2,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,yes,no,2,1,1,238,no,islands,yes
T06328,4,24.9,one-year,fibre,no,no,no,no,card,0,no,no,0,0,1,75,no,south,no
T00020,18,68,month-to-month,dsl,no,no,yes,yes,card,0,no,no,1,0,0,222,no,south,no
T02783,3,72.8,one-year,fibre,no,no,no,yes,mailed check,0,no,no,3,0,0,34,no,north,no
T01881,110,43.4,month-to-month,fibre,yes,no,no,yes,mailed check,0,yes,no,1,2,0,72,no,south,no
T01290,28,42.5,two-year,fibre,yes,yes,yes,no,mailed check,0,yes,no,1,1,0,36,no,islands,no
T00876,17,82.9,one-year,none,yes,no,no,yes,mailed check,0,yes,yes,2,1,1,42,no,south,no
T01003,11,103,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,no,3,1,0,25,no,north,yes
T06926,33,92.5,month-to-month,none,yes,yes,yes,no,card,0,yes,no,2,2,0,114,no,south,no
T03900,10,34.3,month-to-month,fibre,yes,yes,no,no,mailed check,0,yes,no,1,0,1,55,no,centre,no
T00253,13,34.3,two-year,dsl,no,yes,yes,no,e-check,0,no,no,2,2,1,44,no,islands,no
T00377,17,103.2,two-year,fibre,no,no,no,yes,e-check,0,yes,no,1,0,0,70,no,north,no
T02727,19,86.9,two-year,dsl,yes,no,no,no,mailed check,0,yes,no,2,0,0,208,no,islands,no
T00284,1,26.2,one-year,dsl,yes,no,yes,no,bank transfer,0,yes,yes,2,2,2,198,no,south,no
T02801,36,67.3,month-to-month,fibre,yes,yes,no,no,e-check,0,yes,yes,2,1,0,52,no,south,yes
T04189,39,106,month-to-month,fibre,no,no,no,yes,card,0,no,no,0,0,0,39,yes,centre,yes
T01091,105,23.6,one-year,dsl,no,no,yes,yes,mailed check,0,yes,no,1,0,1,14,no,south,no
T02368,21,79.9,month-to-month,none,no,no,yes,yes,e-check,1,no,yes,2,2,1,159,no,south,yes
T00806,15,61.8,month-to-month,dsl,no,yes,yes,no,e-check,0,yes,yes,1,1,0,128,no,islands,yes
T06132,53,59.4,month-to-month,fibre,yes,no,no,no,mailed check,0,yes,no,3,0,0,93,no,north,no
T03499,45,101.3,month-to-month,dsl,yes,no,yes,yes,bank transfer,0,yes,no,1,1,1,20,no,north,no
T03635,27,33.3,one-year,none,no,no,yes,yes,mailed check,0,no,yes,2,0,0,14,yes,north,no
T01993,16,61.3,one-year,none,yes,no,yes,yes,card,1,yes,no,1,0,0,124,yes,north,no
T04249,4,20.7,one-year,none,no,no,no,no,bank transfer,0,yes,no,2,1,1,10,yes,centre,no
T04942,69,24.5,two-year,dsl,no,no,yes,yes,mailed check,0,no,no,1,1,1,122,no,north,no
T01189,13,33,month-to-month,fibre,no,no,no,no,mailed check,0,no,no,1,2,0,10,no,south,yes
T04784,5,36.2,month-to-month,none,yes,yes,yes,yes,bank transfer,0,yes,no,2,0,1,96,no,centre,no
T02656,10,36.1,month-to-month,dsl,no,yes,no,no,card,0,no,no,2,0,1,21,no,north,no
T05246,114,26.9,month-to-month,fibre,no,yes,no,yes,mailed check,0,yes,no,3,0,0,20,no,islands,no
T05592,45,99.7,month-to-month,fibre,yes,no,no,no,card,0,yes,yes,1,1,0,82,yes,north,yes
T00602,5,93.1,month-to-month,fibre,yes,no,no,yes,mailed check,1,no,yes,3,0,0,95,no,south,yes
T04206,76,59.5,one-year,fibre,yes,yes,no,yes,bank transfer,0,no,yes,0,1,0,116,no,south,no
T02140,51,109.8,month-to-month,fibre,no,no,yes,no,e-check,1,yes,yes,0,1,0,40,no,centre,yes
T00488,41,42.5,month-to-month,dsl,yes,no,no,no,bank transfer,0,no,yes,1,1,0,29,no,islands,no
T05785,7,50.5,month-to-month,dsl,yes,no,yes,no,mailed check,1,no,no,0,0,0,55,no,centre,yes
T03189,13,32.3,one-year,fibre,no,no,no,no,card,1,no,no,2,0,0,96,no,islands,yes
T06987,25,61.8,two-year,dsl,no,yes,yes,no,card,0,yes,yes,2,1,1,106,no,north,no
T04516,21,92.2,two-year,dsl,no,no,yes,yes,e-check,0,yes,yes,1,0,0,144,no,north,no
T04239,6,80.9,month-to-month,dsl,no,yes,no,no,mailed check,0,yes,no,1,0,0,97,no,centre,yes
T02201,4,22.2,month-to-month,none,no,yes,yes,yes,card,1,yes,yes,1,1,1,44,no,centre,no
T04596,11,71.4,month-to-month,dsl,no,no,no,yes,bank transfer,1,yes,no,2,1,0,62,no,centre,yes
T06567,40,33.8,month-to-month,fibre,yes,no,yes,no,bank transfer,0,no,no,3,1,0,48,no,islands,yes
T02196,7,71.4,month-to-month,fibre,no,no,yes,yes,card,0,no,yes,2,1,1,72,yes,north,no
T03350,12,88.4,month-to-month,none,no,yes,yes,yes,bank transfer,0,yes,no,1,3,0,120,no,south,yes
T04211,42,21,one-year,fibre,no,no,yes,yes,mailed check,1,no,yes,1,2,2,102,no,centre,no
T05494,2,102.3,one-year,fibre,no,yes,no,no,bank transfer,0,no,no,2,0,0,5,no,north,no
T01536,20,42.3,two-year,fibre,no,yes,no,yes,card,0,no,yes,1,1,0,55,no,north,no
T05853,13,94,one-year,dsl,no,no,no,yes,mailed check,0,yes,yes,3,0,0,51,no,centre,no
T05871,7,84.3,month-to-month,none,no,no,yes,no,bank transfer,0,no,no,2,2,0,119,no,islands,yes
T00751,62,32.7,two-year,none,no,yes,yes,no,bank transfer,0,no,yes,3,0,2,56,no,south,no
T00562,12,50.1,month-to-month,dsl,yes,no,no,no,bank transfer,0,no,no,1,1,1,62,no,south,yes
T06720,54,91.3,two-year,fibre,no,no,yes,no,card,0,no,no,1,0,2,48,no,islands,no
T02989,14,65.7,one-year,fibre,no,yes,no,no,card,0,yes,no,1,1,3,138,no,north,no
T05390,42,35.1,month-to-month,none,yes,no,no,yes,e-check,0,yes,no,0,0,1,118,no,south,yes
T05480,10,34.7,one-year,none,no,no,no,no,card,0,no,no,1,1,0,69,no,south,no
T06159,40,105.8,one-year,none,no,no,no,yes,e-check,0,yes,yes,2,0,0,79,no,centre,no
T06650,96,22.8,two-year,fibre,yes,yes,yes,yes,card,0,no,no,3,1,1,47,yes,south,no
T02806,1,53.8,month-to-month,dsl,no,no,yes,yes,bank transfer,0,no,no,0,1,0,55,no,centre,yes
T06242,14,67.4,month-to-month,fibre,yes,no,yes,yes,card,0,yes,yes,3,0,1,80,yes,north,yes
T03625,29,24.4,month-to-month,fibre,no,no,yes,no,e-check,0,yes,yes,1,1,2,118,yes,islands,yes
T04416,121,35.2,one-year,dsl,no,no,yes,yes,mailed check,0,no,no,1,1,0,26,no,islands,no
T00526,51,55.9,two-year,fibre,no,yes,yes,yes,card,0,yes,no,1,1,1,71,no,south,no
T01839,11,21.3,month-to-month,fibre,no,no,yes,yes,bank transfer,0,yes,no,0,0,0,53,no,north,no
T04610,3,22.4,month-to-month,dsl,yes,yes,no,yes,card,0,no,yes,1,1,1,98,no,south,no
T04555,49,22.7,two-year,dsl,no,no,no,yes,e-check,0,yes,yes,0,1,0,133,no,south,no
T05602,11,43.2,two-year,dsl,no,yes,yes,yes,e-check,1,no,no,3,3,1,61,no,islands,no
T02674,22,43,one-year,dsl,yes,no,yes,yes,e-check,0,no,yes,3,0,0,53,no,north,no
T02320,29,57.2,one-year,fibre,no,yes,no,yes,bank transfer,0,yes,no,1,1,0,23,no,centre,yes
T00103,33,49,two-year,dsl,no,yes,no,no,mailed check,0,yes,no,1,0,0,54,no,south,no
T04171,20,47.3,one-year,dsl,yes,yes,no,yes,card,0,no,no,1,1,0,37,no,north,no
T03864,5,62.8,month-to-month,fibre,no,no,no,yes,e-check,1,yes,no,2,1,0,97,no,south,yes
T02606,13,72.3,one-year,fibre,no,no,yes,no,card,0,no,no,2,0,0,82,no,centre,no
T02597,6,74.6,month-to-month,fibre,no,yes,yes,yes,card,0,no,no,0,0,0,134,no,north,no
T06777,7,65,month-to-month,dsl,no,no,no,no,bank transfer,0,no,no,1,2,0,49,yes,south,yes
T01481,14,71.9,month-to-month,fibre,no,yes,yes,no,mailed check,0,no,no,3,0,0,54,no,south,no
T04531,3,99.6,one-year,dsl,no,yes,no,no,card,0,no,yes,2,0,0,231,no,centre,no
T05028,78,24.7,month-to-month,fibre,yes,yes,no,no,card,0,no,no,2,0,1,99,no,islands,no
T01113,4,76.7,month-to-month,dsl,yes,no,no,no,bank transfer,0,no,no,1,0,0,57,yes,north,no
T01041,55,70.7,one-year,none,yes,no,yes,yes,mailed check,0,no,no,2,1,1,41,no,centre,no
T04727,13,72.9,month-to-month,fibre,no,no,yes,yes,mailed check,0,yes,no,2,0,1,40,no,islands,yes
T03614,16,77.5,month-to-month,dsl,no,yes,yes,yes,card,0,yes,no,2,0,0,16,no,islands,yes
T03632,61,54.3,month-to-month,none,no,no,no,no,e-check,0,yes,yes,1,4,2,79,no,north,yes
T04765,6,46.1,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,no,1,0,0,33,yes,islands,no
T02863,2,32,month-to-month,fibre,yes,yes,yes,no,card,0,no,no,1,0,0,79,no,centre,no
T02872,38,67.4,one-year,dsl,no,no,yes,yes,e-check,0,yes,yes,1,0,1,28,no,islands,no
T05303,10,54.3,two-year,dsl,no,no,no,yes,mailed check,0,no,no,1,0,0,36,yes,south,no
T01921,3,35.4,one-year,dsl,no,no,no,yes,card,0,no,no,2,0,2,152,no,north,no
T05020,25,94.3,month-to-month,dsl,no,no,yes,yes,e-check,1,yes,no,1,2,0,65,no,islands,yes
T05195,102,36.3,month-to-month,dsl,yes,no,no,no,card,1,yes,yes,1,1,1,84,no,north,no
T06461,20,78.5,one-year,dsl,no,yes,yes,yes,mailed check,0,yes,no,1,2,0,67,no,centre,no
T06487,4,31,month-to-month,fibre,no,yes,no,no,mailed check,0,yes,no,1,3,0,89,yes,north,no
T04738,20,53.5,one-year,fibre,yes,no,no,yes,bank transfer,0,no,no,1,1,0,46,no,islands,no
T06364,28,36.4,month-to-month,none,yes,no,yes,no,card,0,no,yes,0,1,0,54,no,south,no
T06280,48,95.7,one-year,fibre,no,no,no,yes,e-check,0,yes,no,0,1,0,8,no,islands,yes
T03811,57,99.5,one-year,dsl,no,no,yes,no,mailed check,1,yes,no,1,1,2,120,no,islands,yes
T02958,15,25.3,two-year,fibre,no,no,no,yes,card,0,yes,no,1,0,1,97,no,centre,no
T01523,22,100.1,two-year,none,no,yes,no,yes,mailed check,1,no,no,1,0,1,104,no,islands,no
T00424,25,105.6,two-year,fibre,no,yes,no,yes,e-check,0,yes,no,1,1,0,66,no,centre,yes
T01893,43,75.9,month-to-month,dsl,yes,no,no,yes,bank transfer,0,yes,no,2,2,1,106,no,south,yes
T02631,40,32.3,month-to-month,none,no,yes,no,no,mailed check,0,yes,no,1,2,0,78,no,centre,no
T02402,24,75.8,month-to-month,fibre,no,yes,yes,yes,e-check,0,yes,no,1,0,0,100,no,centre,no
T06595,130,27.6,month-to-month,dsl,yes,no,yes,no,card,0,no,yes,2,1,1,275,no,islands,no
T01422,7,33,two-year,dsl,no,no,no,yes,mailed check,0,no,no,1,4,0,142,no,centre,no
T00713,33,95.2,two-year,fibre,no,yes,yes,yes,card,0,yes,no,1,0,0,73,yes,north,no
T02448,1,26.4,month-to-month,dsl,no,no,yes,no,bank transfer,0,no,no,1,3,0,26,no,centre,yes
T04901,35,51.2,month-to-month,fibre,yes,no,no,yes,bank transfer,0,no,no,2,0,0,105,no,centre,no
T06071,1,99.9,two-year,fibre,yes,no,no,no,card,0,yes,no,1,1,0,26,no,centre,no
T06098,33,52.7,month-to-month,dsl,no,yes,no,yes,mailed check,0,no,no,3,1,1,41,no,south,yes
T05074,34,98.6,one-year,none,no,no,no,yes,e-check,0,no,yes,1,0,0,6,no,centre,no
T00843,87,23.1,two-year,fibre,no,no,yes,yes,card,0,no,no,1,2,1,259,no,islands,no
T00959,30,27.2,two-year,dsl,yes,no,yes,no,card,0,no,no,2,0,0,169,yes,islands,no
T04340,6,49.3,month-to-month,dsl,no,no,no,yes,mailed check,0,no,no,2,1,0,139,no,centre,no
T04756,51,25.5,two-year,fibre,no,no,yes,yes,mailed check,0,no,yes,1,1,0,126,yes,centre,no
T01440,6,59.9,month-to-month,fibre,no,no,no,yes,card,1,yes,no,1,0,0,178,no,north,no
T05044,50,46.6,month-to-month,fibre,no,no,no,no,bank transfer,0,no,no,3,1,0,56,no,islands,yes
T02385,10,59,one-year,fibre,yes,yes,no,yes,bank transfer,0,yes,no,2,1,1,62,no,islands,no
T00026,8,39.5,two-year,dsl,no,yes,yes,yes,mailed check,0,no,no,1,1,0,191,no,islands,no
T04363,3,41.3,one-year,none,no,yes,no,no,card,1,no,yes,1,1,1,151,no,islands,no
T06355,1,100.7,two-year,dsl,no,no,no,no,card,0,no,no,1,1,1,38,no,centre,no
T02891,38,81.9,two-year,dsl,yes,no,no,yes,bank transfer,0,no,yes,1,0,0,107,no,south,no
T06472,37,75.9,two-year,fibre,no,no,yes,yes,bank transfer,0,no,yes,1,0,1,72,no,centre,no
T01734,4,27.9,one-year,dsl,yes,yes,no,yes,mailed check,1,no,no,0,0,0,19,no,islands,no
T02374,9,107,month-to-month,fibre,no,no,no,yes,bank transfer,0,yes,yes,0,1,1,78,no,centre,yes
